,favorite_count,followers_count,friends_count,full_text,retweet_count,length
0,2,272,60,@SwiggyCares Thank you 👍,0,24
1,1,1438,2165,"@swiggy_in The answer is Terry Wilmeth #LightningFastQuiz
@vidyathapa76 @Sanjiv_34 @iPriyankaNaik @nitin_cul @ammy_l2012 @KukrejaShubhs #Bhubaneswar #Contest #ContestAlert https://t.co/mQykLJalfK",0,195
3,1,1438,2165,"@swiggy_in The answer is 1357.64 km/hr #LightningFastQuiz
@vidyathapa76 @Sanjiv_34 @iPriyankaNaik @nitin_cul @ammy_l2012 @KukrejaShubhs #Bhubaneswar #Contest #ContestAlert https://t.co/eLVLL4GpNL",0,195
5,1,1438,2165,"@swiggy_in The answer is A3-Juno Spacecraft
#LightningFastQuiz
@vidyathapa76 @Sanjiv_34 @iPriyankaNaik @nitin_cul @ammy_l2012 @KukrejaShubhs #Bhubaneswar #Contest #ContestAlert https://t.co/12OgOPdhnR",0,200
7,1,1438,2165,"@swiggy_in The answer is Shackey Jackey Italian Greyhound #LightningFastQuiz
@vidyathapa76 @Sanjiv_34 @iPriyankaNaik @nitin_cul @ammy_l2012 @KukrejaShubhs #Bhubaneswar #Contest #ContestAlert https://t.co/UZLbxYOKwM",0,214
12,0,1200,901,@swiggy_in what's the procedure to register a complaint against one of your delivery executives?? As I don't wish to order from Swiggy if you keep sending arrogant and attitude filled executive.,0,194
15,0,299,247,@swiggy_in @SwiggyCares @rahuljaimini @harshamjty @nandanreddy Wow swiggy after 25 minutes you tell me that due to technical error I have to cancel my order. Wow services and amazing techs you guys own. Are your founders really from IIT ??? https://t.co/Pd2Ys2gvbb,0,264
16,0,0,19,@SwiggyCares @rahuljaimini bro just look at the answers and excuses your employees say. They just try to trap the customers read carefully pls.,0,143
17,0,0,19,@SwiggyCares I had ordered at 12:56 am and now its 1:48 approx. 1 hour already over and you still trying to resolve this and you don't have a proper resolution till now. What you're doing in this mean time?,0,206
18,0,66,58,"@SwiggyCares Please stop scamming by forging orders to show investors ,Two images taken 1 hr apart. https://t.co/ChwXSgWUD3",0,123
19,0,8,10,"@UberEats @UberEats_IND . To deliver an order you take 1 hr 22 mins with no customer support. 1 colleague left office after waiting for 1 hr.
@swiggy_in  is way much better than you both in terms of delivery and customer support.
Trying uber eats for the 1st time was a mistake. https://t.co/934zOxSb2Q",0,302
20,0,43,145,@SwiggyCares Yes you can call me now,0,36
21,0,0,11,"@Prem4Singh @ZomatoIN @Zomato @swiggy_in Order 1050043174 ,@Zomato @ZomatoIN  lead me to a imbarasing situation and all the the customer service said , no help available , rubbish customer service don't have any manage working ,as i was told",0,241
22,0,0,19,@SwiggyCares 7011229656 this is my registered contact number and after 30 mins your restaurant guy is telling me that he can't deliver the food to me. I had already paid for the order and i'm hungry too. @foodpandaIndia i love you you're not like swiggy. This company is bullshit,0,279
23,1,4,25,"@zomatocare @Prakash34423879 @ZomatoIN @Zomato @swiggy_in I have left ordering from you already  , however it's not about me  it's about @Prakash34423879",0,153
24,0,0,19,@SwiggyCares worst company i had ever seen in my whole life. Your restaurants don't respect even you guys. They say who the fuck is swiggy we are the owner of restaurant we will decide to deliver the food. Wow! Such an amazing experience i had with you.,0,253
25,0,44,205,@swiggy_in well done,0,20
26,0,44,205,@swiggy_in order no 18816789288 plzz check.,0,43
27,0,43,145,"@SwiggyCares No, no opportunities now. Atleast train your employees now how to entertain the customers even after your mistake or please hire some educated management professionals for this.Firstly no one picked my call and then afterwards they talked what they wanted to and cut the call.",0,289
28,0,43,145,@SwiggyCares Now replies are useless bcz situation was so critical that I don’t want to continue with u people any further.I know company won’t stop by 1 customer leaving but it will be an impact.Even ur employees ended chat session in between just showing their disrespect for their customer.,0,293
29,0,1723,689,@PraveerJ @SwiggyCares @swiggy_in Thoda jyada over acting kardi bhai...as while ordering from non veg restra your gravity of situation was fine,0,143
30,0,3,50,@SwiggyCares @swiggy_in @SwiggyCares  worse service #swiggy,0,59
31,0,1723,689,@harsh_r_shah @PraveerJ @JagoJainJagore @SwiggyCares @swiggy_in Valid point...while ordering these people become blind dey jus see the   offers,0,143
33,0,12149,42,"@Prem4Singh @Prakash34423879 @ZomatoIN @Zomato @swiggy_in Hey Prem! This is not what we're looking to serve. Please share your registered contact details and we shall get this checked.
-NK",0,188
34,0,5,52,"@zomatocare @Zomato @ZomatoIN @swiggy_in kalyug
I have asked you to improve your maths.
you are so weak with numbers instead of solving you removed offer
iski saza milegi barobar milegi
@Uber @UberINSupport @Uber_Support https://t.co/grL2bnRR1c",0,244
36,0,43,145,"@SwiggyCares Amount is being refunded, but my issue was not for the refund, it was all that I was so hungry that I ordered it that time and now m starving just because of your carelessness. It was second time with me that swiggy confirms the order and restaurant denies it afterwards.",0,284
37,0,14,157,"@swiggy_in it's the most terrific online platform for ordering food, most elite customer support people that they have with them last but not the least the most deserving delivery riders with them.",0,197
38,0,1898,3906,@SwiggyCares Ten minutes later is nothing... So you are so useless..,0,68
39,0,4,25,"@Prakash34423879 @ZomatoIN @Zomato @ZomatoIN  rubbish service , @swiggy_in  is much better",0,90
40,0,4,83,"@SwiggyCares Have emailed at  support@swiggy.in my complaint against delivery boy of order id 18813426918.

Would like to have my complaint number and resolution at the earliest.",0,178
41,0,98,206,@SwiggyCares First of all @swiggy_in Swiggy does not cares. In case this was true I wouldn’t be posting over here,0,113
42,0,98,206,Guys please don’t don’t ever order from them who can’t value u as a customer @swiggy_in 51 mins I spent and I have lost all hopes in u https://t.co/ASdBIA9ju9,0,158
43,0,1898,3906,@SwiggyCares Yes. Definitely.,0,29
44,0,12149,42,"@nehul_gupta @Zomato @ZomatoIN @swiggy_in Never ever! Reaching out to at the earliest.
-NK",0,90
45,1,98,206,"I have been just told by @swiggy_in that go and sleep hungry we don’t care 🤷🏻‍♂️, I was stupid that I choose Swiggy.",0,116
46,0,98,206,@swiggy_in you have the worst customer service on this planet,0,61
47,0,5,52,"@zomatocare @Zomato @ZomatoIN @swiggy_in seems like you got busy other one wont care
@foodpandaIndia do you have something special???",0,133
48,0,1898,3906,@SwiggyCares Such experiences will only be repeated if I give you an option or a chance to repeat. I am done with your fucking app and won't order.,0,147
49,0,1898,3906,@SwiggyCares And how is that fucking helping me? Why do I wait an hour or more beyond the promised time to get my food?,0,119
50,0,1898,3906,@SwiggyCares Are you fucking delivering the food for free on doing some charity? The attitudes certainly seems like that.,0,121
51,0,56,286,@swiggy_in I'm honest..i dont know...,0,37
52,0,1898,3906,@SwiggyCares you are not even apologetic for the fact that some idiot who was originally assigned to deliver the food did not go to the restaurant and another person was assigned and the promised time is already over.,0,217
53,0,1898,3906,@SwiggyCares And I got the worst ever person on the chat. The lady there is just bullshitting me and not helping me at all. I don't want sympathies. I just want my food and some efforts to make sure that it is delivered.,0,220
55,0,5,52,"@zomatocare @Zomato @ZomatoIN @swiggy_in gr8 to see you love improvements not like the other ones
hath nahi chodna sath nahi chodna
9023737840",0,142
56,0,1898,3906,@SwiggyCares This would be at least delivered 45 minutes late and thats shit behaviour. I always thought you guys are better than @zomatocare but you have shown you are not.,0,173
57,0,1898,3906,"@SwiggyCares I have shared all the details via DM &amp; also gave you a screenshot so you can confirm that the order number is correct but this is absolute bullshit that after the time that was showing on the app has finished, there is a new guy who is assigned to pick up my order.",0,282
58,0,34,386,@SwiggyCares Please make that quick. Kindly call on the number registered with the order number given above!,0,108
59,0,1898,3906,@SwiggyCares order number 188 1425 2055.. can you make sure it gets delivered because it will not be delivered on time for sure,0,127
60,0,12149,42,"@nehul_gupta @Zomato @ZomatoIN @swiggy_in We desperately need to buy RD Sharma! We deeply regret the inconvenience you had face because of our poor maths. Please share the registered contact details so that we can get this checked.
-NK",0,235
61,0,1898,3906,Hey @SwiggyCares my scheduled delivery time will be over the next 5 minutes and the delivery person is not even at the restaurant yet.. forget about getting it delivered in time at my place.,0,190
62,2,5,52,"@Zomato @ZomatoIN  its fine if you are not good in maths keep practicing,meanwhile let me order from @swiggy_in https://t.co/cRRIWa3tpg",0,135
63,0,34,386,@SwiggyCares I don't think the order reached me on time. Kindly check for the 'delivery status' please!,0,103
64,0,194,130,@SwiggyCares How you r going to fix this? I'm available on call.,0,64
65,0,19,125,@foodpandaIndia @FoodPanda I regret to say there has been no conversation and assistance from your end! If you guys are sleeping Please let us know...Will try to find out other Options! Even @swiggy_in @SwiggyCares and @ZomatoIN support is better than yours....#lastorder,0,271
67,0,5,50,@SwiggyCares none of their payment options wrk..I hve had abt 8 payment failures in the last 3 orders..after ordering..food is delivered spillin in the pckage..and I pay delivery charges??for what??the reps are so manipulative whn they chat.. absolute shme in the nme of service,0,278
68,0,38,210,"@kalyanrath @UberEats_IND @kalyanrath ke expression bol rahe hai....
""Mere ko paisa mila, aislie kia ad, warna ghanta farak nahi padta mereko ki tum log @UberEats_IND se mangao ya @swiggy_in se mangao"" #90snostalgia #90sKid #90s",0,228
69,0,43,145,@swiggy_in @SwiggyCares Please look for it because the case will be serious else. I am a regular customer to your app but now the scenario will change because of your poor or I may say bad services.,0,198
70,0,0,104,@swiggy_in I guess this is the most pathetic experience I have had .. I order food at 10:30 and my order is picked by one of your other executives who is not assigned on this delivery.. he does not show up and after waiting for an hour u decide to cancel my order... Thannks!!!,0,277
71,0,97,1391,@SwiggyCares Looking forward to ordering from you guys again in future if I see a change . Really don't want my family to eat soggy cold food and a bad experience that diverges them from using swiggy in future . :) Since I ditched Zomato for that and hope it stays that way,0,273
72,0,3360,4999,"@swiggy_in Ans 5).Terry Wilmeth
#LightningFastQuiz",0,50
74,0,3360,4999,"@swiggy_in Ans4) 1,357.6 km/h (843.6 mph)  #LightningFastQuiz",0,61
76,0,3360,4999,"@swiggy_in Ans 3-Juno space craft
#LightningFastQuiz",0,52
78,0,3360,4999,@swiggy_in Ans1) Italian Greyhound Silhouette #LightningFastQuiz,0,64
81,0,5,154,@SwiggyCares Hoping some mutual positive outcomes in near future...,0,67
82,0,97,1391,@SwiggyCares Glad to have a chat with you guys. Hope the details I have given help you guys to improve the delivery experience and bring a end to these delays and riders are told regarding the priority of the orders and updating status in real time,0,248
83,1,150,77,@akkingdushing @foodpandaIndia @swiggy_in @ZomatoIN FoodPanda is even rubbish in Pune. If you order ice-cream you will get flavoured cream ( Mastani) .,1,151
